highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,total_clicks,days_active,avg_daily_clicks,avg_score,total_score,submission_count,min_score,max_score,withdrew_early
0,4,0,0,60,2306.0,155.0,2.4273684210526314,85.42857142857143,598.0,7.0,44.0,95.0,0
0,10,0,0,120,4822.0,139.0,4.506542056074767,85.25,1023.0,12.0,71.0,98.0,0
2,0,0,0,30,152.0,9.0,2.533333333333333,35.0,35.0,1.0,35.0,35.0,0
1,10,1,1,30,404.0,52.0,3.2580645161290325,82.1,821.0,10.0,71.0,95.0,1
3,3,0,0,90,7.0,4.0,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0
1,9,0,0,90,1299.0,57.0,3.9846625766871164,82.5,330.0,4.0,70.0,91.0,0
2,4,0,0,120,3136.0,77.0,3.9847522236340533,75.0,600.0,8.0,70.0,87.0,1
2,1,0,0,210,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1
1,2,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,9,2,1,60,3271.0,80.0,4.7682215743440235,49.25,197.0,4.0,29.0,80.0,0
0,9,1,0,60,18.0,1.0,4.5,0.0,0.0,0.0,0.0,0.0,1
2,3,0,1,60,45.0,5.0,1.6666666666666667,66.75,267.0,4.0,40.0,100.0,0
1,5,1,0,120,1561.0,109.0,2.6412859560067683,88.72727272727273,976.0,11.0,70.0,100.0,0
0,6,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,5,1,0,180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,2,0,0,60,1011.0,45.0,5.238341968911917,89.0,801.0,9.0,72.0,100.0,0
2,0,1,0,60,2642.0,95.0,4.726296958855098,42.0,168.0,4.0,31.0,52.0,1
0,7,0,0,60,4887.0,150.0,4.43064369900272,90.75,1089.0,12.0,75.0,97.0,0
0,6,1,0,30,817.0,30.0,3.730593607305936,86.88888888888889,782.0,9.0,69.0,100.0,0
0,7,0,0,60,140.0,16.0,2.1875,78.72727272727273,866.0,11.0,59.0,100.0,0
0,5,0,0,30,228.0,11.0,4.653061224489796,82.5,165.0,2.0,80.0,85.0,0
1,3,0,0,120,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1
1,0,1,0,30,147.0,10.0,2.826923076923077,0.0,0.0,0.0,0.0,0.0,0
1,8,1,0,60,2334.0,112.0,3.870646766169154,92.75,371.0,4.0,85.0,98.0,0
2,8,0,0,240,876.0,61.0,3.7758620689655173,62.285714285714285,436.0,7.0,45.0,75.0,0
0,1,1,0,30,3464.0,172.0,2.9939498703543648,74.22222222222223,668.0,9.0,60.0,90.0,0
0,5,0,2,90,1296.0,52.0,3.2562814070351758,78.66666666666667,944.0,12.0,64.0,97.0,0
0,3,0,0,120,1752.0,62.0,4.5271317829457365,72.58333333333333,871.0,12.0,28.0,98.0,0
1,6,1,1,60,373.0,35.0,2.2606060606060607,54.63636363636363,601.0,11.0,38.0,73.0,1
0,1,0,0,30,264.0,11.0,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,1
2,3,1,0,60,2094.0,78.0,3.8281535648994516,62.2,311.0,5.0,58.0,68.0,0
2,8,0,0,60,75.0,9.0,2.7777777777777777,59.0,295.0,5.0,30.0,100.0,0
2,8,1,0,60,796.0,56.0,3.026615969581749,57.0,171.0,3.0,41.0,65.0,1
0,4,0,0,30,163.0,7.0,3.0754716981132075,77.11111111111111,694.0,9.0,40.0,100.0,0
2,1,0,0,120,145.0,8.0,3.5365853658536586,0.0,0.0,0.0,0.0,0.0,1
0,7,0,0,120,887.0,32.0,4.8469945355191255,70.58333333333333,847.0,12.0,51.0,84.0,0
2,5,1,0,120,83.0,7.0,1.8043478260869565,0.0,0.0,0.0,0.0,0.0,1
3,7,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,5,0,0,120,1045.0,72.0,3.235294117647059,56.4,282.0,5.0,1.0,85.0,0
0,0,1,0,60,2406.0,100.0,3.199468085106383,83.1,831.0,10.0,73.0,100.0,1
0,4,1,0,60,289.0,30.0,2.5575221238938055,86.5,519.0,6.0,78.0,100.0,0
2,1,0,0,60,110.0,9.0,2.037037037037037,0.0,0.0,0.0,0.0,0.0,0
0,10,0,0,30,1155.0,62.0,4.529411764705882,68.75,275.0,4.0,44.0,86.0,1
0,0,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,9,1,0,60,2291.0,127.0,3.5796875,84.0,420.0,5.0,78.0,88.0,0
2,2,0,1,70,1634.0,115.0,3.2485089463220675,57.714285714285715,404.0,7.0,37.0,88.0,0
2,0,0,0,120,61.0,6.0,2.3461538461538463,0.0,0.0,0.0,0.0,0.0,1
0,7,1,0,60,4048.0,237.0,2.7994467496542184,79.34782608695652,1825.0,23.0,35.0,100.0,0
0,7,0,0,60,1051.0,101.0,2.825268817204301,80.3,803.0,10.0,40.0,100.0,0
2,1,1,0,60,2376.0,110.0,4.457786116322701,90.2,902.0,10.0,69.0,100.0,1
0,10,0,0,90,542.0,32.0,3.408805031446541,54.0,54.0,1.0,54.0,54.0,0
0,9,0,0,60,418.0,17.0,4.222222222222222,44.0,44.0,1.0,44.0,44.0,1
0,9,0,0,40,3008.0,152.0,4.0160213618157545,92.0,368.0,4.0,89.0,96.0,0
2,1,0,0,60,104.0,2.0,6.117647058823529,0.0,0.0,0.0,0.0,0.0,1
2,3,0,1,180,1053.0,64.0,2.7209302325581395,25.666666666666668,154.0,6.0,3.0,44.0,1
2,0,0,0,120,833.0,42.0,3.7022222222222223,66.66666666666667,200.0,3.0,50.0,80.0,1
1,1,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,2,1,1,60,13.0,2.0,1.3,0.0,0.0,0.0,0.0,0.0,0
2,1,1,0,180,179.0,12.0,2.182926829268293,74.0,74.0,1.0,74.0,74.0,1
0,5,0,0,100,28.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0
2,6,0,0,90,234.0,24.0,2.034782608695652,40.0,40.0,1.0,40.0,40.0,1
0,1,0,0,60,1903.0,91.0,3.4726277372262775,71.25,285.0,4.0,58.0,87.0,0
0,3,0,0,60,295.0,27.0,2.1691176470588234,85.66666666666667,257.0,3.0,77.0,100.0,1
1,9,0,0,60,1604.0,91.0,3.1389432485322897,81.0,891.0,11.0,63.0,100.0,0
2,3,1,0,60,1438.0,69.0,4.331325301204819,75.0,300.0,4.0,58.0,92.0,0
1,7,0,0,60,564.0,53.0,1.6735905044510386,52.833333333333336,317.0,6.0,31.0,70.0,1
2,1,1,0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,8,0,0,90,363.0,17.0,3.330275229357798,67.0,201.0,3.0,44.0,81.0,0
0,5,1,0,90,3114.0,110.0,5.323076923076923,93.5,374.0,4.0,90.0,100.0,0
1,4,0,0,60,505.0,28.0,2.525,70.8,354.0,5.0,52.0,100.0,1
0,5,0,0,120,817.0,48.0,3.014760147601476,65.66666666666667,591.0,9.0,43.0,83.0,0
2,0,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0,1,0,30,584.0,47.0,3.106382978723404,85.44444444444444,769.0,9.0,60.0,100.0,0
2,5,1,0,60,2575.0,126.0,2.7989130434782608,54.142857142857146,379.0,7.0,27.0,67.0,0
1,4,0,0,60,280.0,30.0,2.2222222222222223,61.666666666666664,185.0,3.0,50.0,80.0,1
2,10,0,0,60,2000.0,96.0,3.3444816053511706,91.33333333333333,822.0,9.0,69.0,100.0,0
1,3,1,0,60,1927.0,113.0,3.8007889546351086,49.125,393.0,8.0,38.0,79.0,1
4,2,1,0,30,13.0,2.0,1.625,0.0,0.0,0.0,0.0,0.0,1
0,9,1,0,60,4433.0,111.0,5.118937644341801,74.53846153846153,969.0,13.0,36.0,96.0,0
2,2,0,0,60,827.0,27.0,3.9569377990430623,69.33333333333333,208.0,3.0,50.0,82.0,1
4,9,1,0,60,1674.0,106.0,2.652931854199683,89.85714285714286,629.0,7.0,77.0,98.0,0
0,3,1,0,30,717.0,24.0,4.748344370860927,79.11111111111111,712.0,9.0,52.0,100.0,0
2,0,0,2,60,453.0,14.0,4.768421052631579,61.0,122.0,2.0,52.0,70.0,0
0,7,0,0,30,4739.0,162.0,4.074806534823732,76.45454545454545,841.0,11.0,11.0,96.0,0
1,4,0,0,60,2654.0,138.0,4.23961661341853,81.25,325.0,4.0,55.0,97.0,0
2,1,0,0,30,565.0,24.0,4.2164179104477615,65.125,521.0,8.0,48.0,100.0,0
2,7,0,0,90,1444.0,78.0,3.7801047120418847,56.857142857142854,398.0,7.0,0.0,78.0,1
2,0,0,0,120,1365.0,96.0,2.4202127659574466,58.416666666666664,701.0,12.0,1.0,76.0,0
1,3,0,0,60,3383.0,120.0,3.9291521486643437,80.875,1294.0,16.0,67.0,97.0,1
0,4,0,0,90,2061.0,82.0,5.4668435013262595,66.18181818181819,728.0,11.0,43.0,88.0,0
3,10,0,0,120,558.0,48.0,1.9375,35.5,71.0,2.0,34.0,37.0,1
2,6,0,0,120,156.0,11.0,2.2941176470588234,59.166666666666664,355.0,6.0,40.0,80.0,0
0,4,0,0,60,428.0,39.0,2.0980392156862746,60.416666666666664,725.0,12.0,40.0,95.0,0
0,3,1,0,60,546.0,47.0,2.1411764705882352,83.25,666.0,8.0,76.0,100.0,0
2,7,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,6,1,0,60,5974.0,211.0,3.824583866837388,83.4,417.0,5.0,75.0,88.0,0
1,3,1,0,30,561.0,25.0,4.315384615384615,56.0,56.0,1.0,56.0,56.0,0
2,6,0,3,60,4568.0,163.0,4.685128205128205,75.63636363636364,832.0,11.0,57.0,92.0,0
2,7,1,0,120,141.0,9.0,3.710526315789474,87.0,174.0,2.0,80.0,94.0,0
0,3,0,0,60,5850.0,143.0,4.628164556962025,77.92307692307692,1013.0,13.0,22.0,95.0,0
0,5,0,0,30,303.0,17.0,3.5232558139534884,83.0,581.0,7.0,65.0,100.0,0
0,8,0,0,60,402.0,49.0,1.8356164383561644,88.5,885.0,10.0,64.0,100.0,0
0,5,1,0,60,446.0,68.0,1.8506224066390042,59.75,239.0,4.0,14.0,100.0,1
0,7,1,0,120,2215.0,117.0,3.7542372881355934,79.5,318.0,4.0,54.0,92.0,0
2,2,1,0,30,902.0,57.0,3.4692307692307693,78.55555555555556,707.0,9.0,55.0,100.0,0
3,1,0,0,60,1805.0,136.0,3.033613445378151,64.6,323.0,5.0,1.0,92.0,0
0,0,0,1,150,3323.0,120.0,3.7977142857142856,58.583333333333336,1406.0,24.0,23.0,82.0,0
2,2,0,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,8,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,5,1,0,60,2587.0,105.0,4.0421875,55.0,275.0,5.0,0.0,88.0,1
0,3,1,0,120,5490.0,181.0,3.5858915741345525,87.75,1053.0,12.0,81.0,92.0,1
1,3,0,0,120,77.0,13.0,2.2,57.0,114.0,2.0,41.0,73.0,1
1,5,1,0,120,8263.0,189.0,5.439763001974984,90.75,1089.0,12.0,81.0,97.0,1
2,6,1,0,60,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1
2,1,1,0,30,2151.0,107.0,3.9981412639405205,82.75,331.0,4.0,76.0,89.0,0
0,0,0,0,30,5803.0,191.0,3.124932687129779,76.75,921.0,12.0,56.0,92.0,0
2,3,0,1,120,10.0,2.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0
0,0,0,0,30,1058.0,91.0,3.699300699300699,69.66666666666667,209.0,3.0,50.0,88.0,0
2,0,0,0,30,264.0,10.0,4.190476190476191,81.42857142857143,570.0,7.0,65.0,100.0,0
0,6,0,0,60,947.0,69.0,3.5735849056603772,88.25,353.0,4.0,71.0,99.0,0
2,3,1,1,120,2316.0,175.0,2.4276729559748427,79.18181818181819,871.0,11.0,40.0,100.0,0
0,4,0,0,180,1596.0,125.0,2.9392265193370166,82.6,413.0,5.0,73.0,89.0,0
1,5,0,0,30,670.0,28.0,4.496644295302014,68.33333333333333,205.0,3.0,44.0,81.0,1
0,4,0,0,120,131.0,7.0,4.366666666666666,0.0,0.0,1.0,0.0,0.0,0
0,5,1,0,60,1401.0,95.0,3.228110599078341,67.2,336.0,5.0,61.0,80.0,0
0,1,0,0,120,3322.0,124.0,3.8583042973286874,88.16666666666667,1058.0,12.0,69.0,100.0,0
1,7,1,0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,0,0,0,60,6.0,4.0,1.2,0.0,0.0,0.0,0.0,0.0,0
0,8,0,0,60,26.0,4.0,1.5294117647058822,70.5,141.0,2.0,70.0,71.0,0
0,3,0,0,150,1550.0,52.0,4.293628808864266,85.91666666666667,1031.0,12.0,66.0,97.0,0
0,8,0,0,60,4055.0,242.0,2.754755434782609,90.0625,1441.0,16.0,76.0,97.0,0
0,5,0,0,90,2384.0,80.0,3.993299832495812,62.333333333333336,748.0,12.0,32.0,76.0,0
2,1,0,0,120,9.0,2.0,1.125,0.0,0.0,0.0,0.0,0.0,1
0,5,0,0,30,215.0,15.0,2.9452054794520546,77.5,620.0,8.0,57.0,100.0,0
0,4,0,0,30,2787.0,141.0,2.8265720081135903,54.0,810.0,15.0,10.0,88.0,1
0,9,1,0,60,706.0,56.0,1.7475247524752475,78.41666666666667,941.0,12.0,55.0,98.0,0
2,4,0,0,60,251.0,35.0,2.163793103448276,72.36363636363636,796.0,11.0,58.0,100.0,0
0,6,0,2,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,0,0,0,60,373.0,22.0,2.1193181818181817,73.33333333333333,440.0,6.0,52.0,100.0,0
0,3,0,1,120,1563.0,65.0,3.6180555555555554,92.75,742.0,8.0,80.0,100.0,1
1,1,1,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,9,0,0,60,4288.0,112.0,4.743362831858407,74.55,1491.0,20.0,34.0,96.0,0
0,5,1,0,60,118.0,9.0,3.189189189189189,78.0,234.0,3.0,65.0,100.0,1
2,1,1,0,30,3322.0,178.0,4.405835543766578,49.22222222222222,443.0,9.0,20.0,100.0,0
0,3,0,0,30,7987.0,238.0,3.3334724540901504,81.3076923076923,1057.0,13.0,57.0,100.0,0
2,2,1,0,30,1241.0,61.0,3.6392961876832843,61.875,495.0,8.0,0.0,100.0,0
2,6,0,0,60,1425.0,76.0,3.7598944591029024,66.25,265.0,4.0,63.0,72.0,0
0,2,0,0,60,267.0,25.0,2.966666666666667,55.857142857142854,391.0,7.0,46.0,77.0,0
2,1,0,0,30,818.0,39.0,4.194871794871795,87.0,87.0,1.0,87.0,87.0,0
0,7,0,0,90,882.0,32.0,4.045871559633028,80.0,160.0,2.0,76.0,84.0,1
2,0,0,0,60,649.0,62.0,2.726890756302521,66.85714285714286,468.0,7.0,40.0,92.0,0
1,2,1,0,60,1782.0,80.0,4.2631578947368425,75.5,302.0,4.0,60.0,85.0,0
2,10,1,0,30,1782.0,69.0,3.7125,57.22222222222222,515.0,9.0,27.0,83.0,0
0,0,0,1,60,749.0,42.0,2.996,57.285714285714285,401.0,7.0,30.0,83.0,1
0,6,1,0,60,425.0,53.0,1.9406392694063928,84.42857142857143,591.0,7.0,83.0,88.0,1
0,1,1,0,60,2286.0,89.0,3.9413793103448276,81.8,409.0,5.0,75.0,100.0,0
2,7,0,1,60,553.0,51.0,2.457777777777778,62.125,497.0,8.0,40.0,100.0,0
2,1,0,0,60,3382.0,104.0,5.902268760907504,71.5,572.0,8.0,50.0,92.0,0
0,3,0,0,240,5358.0,135.0,3.359247648902821,91.14285714285714,1914.0,21.0,74.0,100.0,1
2,8,0,0,120,6563.0,201.0,3.623964660408614,91.38095238095238,1919.0,21.0,70.0,100.0,0
2,2,0,0,30,47.0,3.0,2.611111111111111,79.0,158.0,2.0,78.0,80.0,0
2,9,1,0,30,883.0,87.0,3.0448275862068965,81.66666666666667,735.0,9.0,60.0,100.0,0
2,6,1,0,60,2853.0,112.0,4.110951008645533,70.92307692307692,922.0,13.0,38.0,98.0,0
2,4,0,0,60,956.0,55.0,3.5276752767527677,72.6,363.0,5.0,55.0,100.0,0
0,6,1,0,70,1470.0,73.0,3.2096069868995634,78.83333333333333,473.0,6.0,58.0,91.0,0
0,4,1,0,30,623.0,34.0,2.5850622406639006,68.22222222222223,614.0,9.0,48.0,80.0,0
2,10,1,0,60,575.0,23.0,3.9930555555555554,42.0,126.0,3.0,1.0,65.0,1
2,2,0,0,90,1561.0,91.0,3.3497854077253217,72.125,577.0,8.0,40.0,100.0,0
2,3,0,0,120,273.0,28.0,1.9090909090909092,81.1,811.0,10.0,56.0,100.0,1
0,1,0,0,60,1239.0,88.0,2.0146341463414634,54.90909090909091,604.0,11.0,31.0,78.0,0
3,0,0,0,90,91.0,5.0,3.3703703703703702,38.0,38.0,1.0,38.0,38.0,0
2,5,1,0,60,631.0,28.0,3.8012048192771086,76.0,152.0,2.0,74.0,78.0,1
0,1,1,0,60,564.0,28.0,3.785234899328859,78.75,315.0,4.0,65.0,100.0,1
0,0,1,2,90,2113.0,119.0,3.6557093425605536,56.25,450.0,8.0,23.0,79.0,1
1,4,0,0,60,701.0,71.0,2.4172413793103447,71.88888888888889,647.0,9.0,44.0,90.0,1
2,4,0,0,60,417.0,39.0,2.2419354838709675,80.9090909090909,890.0,11.0,63.0,100.0,0
2,3,0,0,60,476.0,23.0,2.902439024390244,46.888888888888886,422.0,9.0,30.0,70.0,0
0,7,1,0,30,5608.0,174.0,4.17572598659717,69.54545454545455,765.0,11.0,11.0,94.0,0
0,1,0,1,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
0,4,1,0,150,4707.0,203.0,3.867707477403451,94.5,378.0,4.0,90.0,100.0,0
0,1,1,1,60,953.0,51.0,3.7968127490039842,51.0,51.0,1.0,51.0,51.0,1
2,1,1,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,10,0,0,60,351.0,15.0,3.4411764705882355,76.0,152.0,2.0,60.0,92.0,1
2,8,0,0,60,252.0,12.0,2.9647058823529413,80.0,80.0,1.0,80.0,80.0,1
2,2,0,0,30,41.0,5.0,1.4642857142857142,0.0,0.0,0.0,0.0,0.0,0
2,0,0,1,30,530.0,44.0,2.7461139896373057,59.666666666666664,358.0,6.0,34.0,84.0,0
2,4,0,0,60,4697.0,148.0,4.5646258503401365,88.75,355.0,4.0,73.0,97.0,0
2,4,0,1,120,542.0,22.0,3.3251533742331287,66.25,265.0,4.0,19.0,88.0,0
2,3,0,0,60,1711.0,129.0,2.2395287958115184,79.45454545454545,874.0,11.0,60.0,100.0,0
0,5,0,0,60,97.0,5.0,5.705882352941177,0.0,0.0,0.0,0.0,0.0,1
0,4,1,0,60,666.0,27.0,4.296774193548387,76.0,76.0,1.0,76.0,76.0,0
2,2,0,0,60,2060.0,79.0,4.186991869918699,73.36363636363636,807.0,11.0,60.0,94.0,0
2,6,1,0,120,2092.0,140.0,3.4295081967213115,76.6,383.0,5.0,1.0,98.0,0
0,6,0,0,90,436.0,62.0,2.116504854368932,67.0,335.0,5.0,50.0,82.0,1
1,5,0,0,60,487.0,24.0,3.865079365079365,80.375,643.0,8.0,63.0,98.0,0
0,3,1,0,60,1836.0,90.0,3.5859375,75.8,379.0,5.0,66.0,88.0,0
3,5,0,0,60,66.0,6.0,2.75,61.666666666666664,185.0,3.0,36.0,100.0,0
2,6,0,0,60,4076.0,122.0,3.4987124463519312,75.44444444444444,679.0,9.0,42.0,93.0,1
0,4,0,0,120,141.0,26.0,1.5494505494505495,25.0,50.0,2.0,10.0,40.0,1
0,5,0,1,60,271.0,41.0,1.8066666666666666,53.142857142857146,372.0,7.0,14.0,78.0,0
2,1,0,0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
2,10,0,0,90,3882.0,133.0,4.441647597254004,91.16666666666667,1094.0,12.0,82.0,97.0,0
2,0,0,2,60,199.0,22.0,2.518987341772152,75.1,751.0,10.0,0.0,100.0,0
1,7,0,0,30,1070.0,61.0,3.242424242424242,96.16666666666667,577.0,6.0,89.0,100.0,1
0,5,0,0,60,4405.0,157.0,4.136150234741784,77.83333333333333,934.0,12.0,65.0,93.0,0
2,9,0,1,60,192.0,16.0,2.0425531914893615,100.0,100.0,1.0,100.0,100.0,1
2,6,0,0,120,4662.0,144.0,3.9275484414490314,83.41666666666667,1001.0,12.0,72.0,90.0,0
0,4,0,2,60,1190.0,92.0,2.275334608030593,57.0625,913.0,16.0,16.0,82.0,1
1,1,0,1,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
1,8,0,0,60,1332.0,59.0,4.149532710280374,83.4,417.0,5.0,70.0,100.0,0
4,10,1,1,150,676.0,58.0,1.9651162790697674,92.33333333333333,277.0,3.0,91.0,93.0,1
0,8,0,0,120,342.0,46.0,1.879120879120879,83.25,333.0,4.0,70.0,96.0,1
0,10,1,0,60,11818.0,262.0,4.311565122218169,86.53846153846153,1125.0,13.0,69.0,97.0,0
2,4,0,0,60,17481.0,273.0,8.296630280018984,83.16666666666667,998.0,12.0,69.0,95.0,0
0,7,1,0,90,607.0,23.0,2.876777251184834,96.0,96.0,1.0,96.0,96.0,1
0,7,1,1,60,2844.0,117.0,2.9780104712041884,85.9,859.0,10.0,83.0,89.0,1
2,0,0,1,60,816.0,70.0,1.9805825242718447,90.0,180.0,2.0,80.0,100.0,1
2,2,0,1,150,1007.0,79.0,2.575447570332481,59.0,295.0,5.0,38.0,91.0,0
0,0,0,0,30,765.0,70.0,2.2238372093023258,71.8,359.0,5.0,56.0,96.0,0
0,9,1,0,120,1400.0,49.0,3.626943005181347,88.5,354.0,4.0,80.0,94.0,1
0,5,0,0,30,1461.0,60.0,4.59433962264151,83.0,332.0,4.0,72.0,95.0,0
4,9,0,0,60,1560.0,105.0,3.9393939393939394,95.0,380.0,4.0,91.0,99.0,0
1,5,0,0,60,1111.0,54.0,4.1610486891385765,61.23076923076923,796.0,13.0,33.0,97.0,0
0,6,0,0,60,137.0,6.0,3.341463414634146,0.0,0.0,0.0,0.0,0.0,0
1,4,0,0,120,73.0,7.0,1.972972972972973,38.666666666666664,116.0,3.0,0.0,59.0,0
0,5,0,0,30,1906.0,56.0,5.622418879056047,86.75,347.0,4.0,82.0,91.0,0
